author,belong,booktitle,id,title,university,year
"Wei Cheng,Xiaoming Jin,Jian-Tao Sun,Xuemin Lin,Xiang Zhang 0001,Wei Wang",Wei Wang 0010,IEEE Trans. Knowl. Data Eng.,295,Searching Dimension Incomplete Databases.,University of California Los Angeles,2014
"Chelsea J.-T. Ju,Zhuangtian Zhao,Wei Wang",Wei Wang 0010,BCB,296,PseudoLasso: leveraging read alignment in homologous regions to correct pseudogene expression estimates via RNASeq.,University of California Los Angeles,2014
"Pierre Baldi,Wei Wang",Wei Wang 0010,BCB,297,"Proceedings of the 5th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics, BCB '14, Newport Beach, California, USA, September 20-23, 2014",University of California Los Angeles,2014
"Sofus A. Macskassy,Claudia Perlich,Jure Leskovec,Wei Wang,Rayid Ghani",Wei Wang 0010,KDD,298,"The 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD '14, New York, NY, USA - August 24 - 27, 2014",University of California Los Angeles,2014
"Zhaojun Zhang,Shunping Huang,Jack Wang,Xiang Zhang 0001,Fernando Pardo-Manuel de Villena,Leonard McMillan,Wei Wang",Wei Wang 0010,Bioinformatics,299,GeneScissors: a comprehensive approach to detecting and correcting spurious transcriptome inference owing to RNA-seq reads misalignment.,University of California Los Angeles,2013
"Shunping Huang,Chia-Yu Kao,Leonard McMillan,Wei Wang",Wei Wang 0010,BCB,300,Transforming Genomes Using MOD Files with Applications.,University of California Los Angeles,2013
"James Holt,Shunping Huang,Leonard McMillan,Wei Wang",Wei Wang 0010,BCB,301,Read Annotation Pipeline for High-Throughput Sequencing Data.,University of California Los Angeles,2013
"Wei Cheng,Xiang Zhang 0001,Zhishan Guo,Yubao Wu,Patrick F. Sullivan,Wei Wang",Wei Wang 0010,KDD,302,Flexible and robust co-regularized multi-domain graph clustering.,University of California Los Angeles,2013
"Wei Cheng,Wei Wang,Sandra Batista",Wei Wang 0010,Data Clustering: Algorithms and Applications,303,Grid-Based Clustering.,University of California Los Angeles,2013
"Kai Xia,Andrey A. Shabalin,Shunping Huang,Vered Madar,Yi-Hui Zhou,Wei Wang,Fei Zou,Wei Sun 0006,Patrick F. Sullivan,Fred A. Wright",Wei Wang 0010,Bioinformatics,304,seeQTL: a searchable database for human eQTLs.,University of California Los Angeles,2012
"Xiang Zhang 0001,Shunping Huang,Zhaojun Zhang,Wei Wang",Wei Wang 0010,PLoS Computational Biology,305,Chapter 10: Mining Genome-Wide Genetic Markers.,University of California Los Angeles,2012
"Wei Cheng,Xiang Zhang 0001,Yubao Wu,Xiaolin Yin,Jing Li 0002,David Heckerman,Wei Wang",Wei Wang 0010,BCB,306,Inferring novel associations between SNP sets and gene sets in eQTL study using sparse graphical model.,University of California Los Angeles,2012
"Wei Cheng,Xiang Zhang 0001,Feng Pan,Wei Wang",Wei Wang 0010,CIKM,307,Hierarchical co-clustering based on entropy splitting.,University of California Los Angeles,2012
"Eric Yi Liu,Zhishan Guo,Xiang Zhang 0001,Vladimir Jojic,Wei Wang",Wei Wang 0010,ICDM,308,Metric Learning from Relative Comparisons by Minimizing Squared Residual.,University of California Los Angeles,2012
"Mingsheng Long,Jianmin Wang 0001,Guiguang Ding,Wei Cheng,Xiang Zhang 0001,Wei Wang",Wei Wang 0010,SDM,309,Dual Transfer Learning.,University of California Los Angeles,2012
"Xiang Zhang 0001,Shunping Huang,Fei Zou,Wei Wang",Wei Wang 0010,Source Code for Biology and Medicine,310,Tools for efficient epistasis detection in genome-wide association study.,University of California Los Angeles,2011
"Ning Jin,Wei Wang",Wei Wang 0010,ICDE,311,LTS: Discriminative subgraph mining by learning from search history.,University of California Los Angeles,2011
"Eric Yi Liu,Zhaojun Zhang,Wei Wang",Wei Wang 0010,KDD,312,Clustering with relative constraints.,University of California Los Angeles,2011
"Wei Cheng,Xiaochuan Ni,Jian-Tao Sun,Xiaoming Jin,Hye-Chung Kum,Xiang Zhang 0001,Wei Wang",Wei Wang 0010,SocialCom/PASSAT,313,Measuring Opinion Relevance in Latent Topic Space.,University of California Los Angeles,2011
"Robert Grossman,Andrey Rzhetsky,Sun Kim,Wei Wang",Wei Wang 0010,BCB,314,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine, BCB' 11, Chicago, IL, USA - July 31 - August 03, 2011",University of California Los Angeles,2011
"Diane J. Cook,Jian Pei,Wei Wang,Osmar R. Za?ane,Xindong Wu",Wei Wang 0010,ICDM,315,"11th IEEE International Conference on Data Mining, ICDM 2011, Vancouver, BC, Canada, December 11-14, 2011",University of California Los Angeles,2011
"Myra Spiliopoulou,Haixun Wang,Diane J. Cook,Jian Pei,Wei Wang,Osmar R. Za?ane,Xindong Wu",Wei Wang 0010,ICDM Workshops,316,"Data Mining Workshops (ICDMW), 2011 IEEE 11th International Conference on, Vancouver, BC, Canada, December 11, 2011",University of California Los Angeles,2011
"Eric Yi Liu,Qi Zhang,Leonard McMillan,Fernando Pardo-Manuel de Villena,Wei Wang",Wei Wang 0010,Bioinformatics [ISMB],317,Efficient genome ancestry inference in complex pedigrees with inbreeding.,University of California Los Angeles,2010
"Xiang Zhang 0001,Shunping Huang,Fei Zou,Wei Wang",Wei Wang 0010,Bioinformatics [ISMB],318,TEAM: efficient two-locus epistasis tests in human genome-wide association study.,University of California Los Angeles,2010
"Ning Jin,Calvin Young,Wei Wang",Wei Wang 0010,IJKDB,319,Discriminative Subgraph Mining for Protein Classification.,University of California Los Angeles,2010
"Xiang Zhang 0001,Feng Pan,Yuying Xie,Fei Zou,Wei Wang",Wei Wang 0010,Journal of Computational Biology,320,COE: A General Approach for Efficient Genome-Wide Two-Locus Epistasis Test in Disease Association Study.,University of California Los Angeles,2010
"Deepak Bandyopadhyay,Jun Huan,Jinze Liu,Jan Prins,Jack Snoeyink,Wei Wang,Alexander Tropsha",Wei Wang 0010,IEEE Trans. Information Technology in Biomedicine,321,Functional neighbors: inferring relationships between nonhomologous protein families using family-specific packing motifs.,University of California Los Angeles,2010
"Jeremy W. Wang,Kyle J. Moore,Qi Zhang,Fernando Pardo-Manuel de Villena,Wei Wang,Leonard McMillan",Wei Wang 0010,BCB,322,Genome-wide compatible SNP intervals and their properties.,University of California Los Angeles,2010
"Isa Kemal Pakatci,Wei Wang,Leonard McMillan",Wei Wang 0010,BCB,323,Gene set analysis using principal components.,University of California Los Angeles,2010
"Ning Jin,Calvin Young,Wei Wang",Wei Wang 0010,SIGMOD Conference,324,GAIA: graph classification using evolutionary computation.,University of California Los Angeles,2010
"Wei Wang,Jiong Yang",Wei Wang 0010,Data Mining and Knowledge Discovery Handbook,325,Mining High-Dimensional Data.,University of California Los Angeles,2010
"Deepak Bandyopadhyay,Jun Huan,Jan Prins,Jack Snoeyink,Wei Wang,Alexander Tropsha",Wei Wang 0010,Journal of Computer-Aided Molecular Design,326,Identification of family-specific residue packing motifs and their use for structure-based protein function prediction: I. Method development.,University of California Los Angeles,2009
"Deepak Bandyopadhyay,Jun Huan,Jan Prins,Jack Snoeyink,Wei Wang,Alexander Tropsha",Wei Wang 0010,Journal of Computer-Aided Molecular Design,327,Identification of family-specific residue packing motifs and their use for structure-based protein function prediction: II. Case studies and applications.,University of California Los Angeles,2009
"Xiang Zhang 0001,Fei Zou,Wei Wang",Wei Wang 0010,TKDD,328,Efficient algorithms for genome-wide association study.,University of California Los Angeles,2009
"Ning Jin,Calvin Young,Wei Wang",Wei Wang 0010,CIKM,329,Graph classification based on pattern co-occurrence.,University of California Los Angeles,2009
"Qi Zhang,Wei Wang,Leonard McMillan,Fernando Pardo-Manuel de Villena,David Threadgill",Wei Wang 0010,Pacific Symposium on Biocomputing,330,Inferring Genome-Wide Mosaic Structure.,University of California Los Angeles,2009
"Feng Pan,Leonard McMillan,Fernando Pardo-Manuel de Villena,David Threadgill,Wei Wang",Wei Wang 0010,Pacific Symposium on Biocomputing,331,TreeQA: Quantitative Genome Wide Association Mapping Using Local Perfect Phylogeny Trees.,University of California Los Angeles,2009
"Xiang Zhang 0001,Fei Zou,Wei Wang",Wei Wang 0010,Pacific Symposium on Biocomputing,332,FastChi: An Efficient Algorithm for Analyzing Gene-Gene Interactions.,University of California Los Angeles,2009
"Xiang Zhang 0001,Feng Pan,Yuying Xie,Fei Zou,Wei Wang",Wei Wang 0010,RECOMB,333,COE: A General Approach for Efficient Genome-Wide Two-Locus Epistasis Test in Disease Association Study.,University of California Los Angeles,2009
"Qi Zhang,Eric Yi Liu,Abhishek Sarkar,Wei Wang",Wei Wang 0010,SSDBM,334,Split-Order Distance for Clustering and Classification Hierarchies.,University of California Los Angeles,2009
"Wei Wang,Hillol Kargupta,Sanjay Ranka,Philip S. Yu,Xindong Wu",Wei Wang 0010,ICDM,335,"ICDM 2009, The Ninth IEEE International Conference on Data Mining, Miami, Florida, USA, 6-9 December 2009",University of California Los Angeles,2009
"Y¨¹cel Saygin,Jeffrey Xu Yu,Hillol Kargupta,Wei Wang,Sanjay Ranka,Philip S. Yu,Xindong Wu",Wei Wang 0010,ICDM Workshops,336,"ICDM Workshops 2009, IEEE International Conference on Data Mining Workshops, Miami, Florida, USA, 6 December 2009",University of California Los Angeles,2009
"Xiang Zhang 0001,Feng Pan,Wei Wang,Andrew B. Nobel",Wei Wang 0010,PVLDB,337,Mining non-redundant high order correlations in binary data.,University of California Los Angeles,2008
"Mohammed J. Zaki,George Karypis,Jiong Yang,Wei Wang",Wei Wang 0010,TKDD,338,Introduction to special issue on bioinformatics.,University of California Los Angeles,2008
"Deepak Bandyopadhyay,Jun Huan,Jinze Liu,Jan Prins,Jack Snoeyink,Wei Wang,Alexander Tropsha",Wei Wang 0010,BIBM,339,Functional Neighbors: Inferring Relationships between Non-Homologous Protein Families Using Family-Specific Packing Motifs.,University of California Los Angeles,2008
"Xiang Zhang 0001,Feng Pan,Wei Wang",Wei Wang 0010,CIKM,340,REDUS: finding reducible subspaces in high dimensional data.,University of California Los Angeles,2008
"Xiang Zhang 0001,Feng Pan,Wei Wang",Wei Wang 0010,ICDE,341,CARE: Finding Local Linear Correlations in High Dimensional Data.,University of California Los Angeles,2008
"Mengsheng Zhang,Wei Wang,Jinze Liu",Wei Wang 0010,ICDE,342,Mining Approximate Order Preserving Clusters in the Presence of Noise.,University of California Los Angeles,2008
"Qi Zhang,Jinze Liu,Wei Wang",Wei Wang 0010,ICDE,343,Approximate Clustering on Distributed Data Streams.,University of California Los Angeles,2008
"Feng Pan,Xiang Zhang 0001,Wei Wang",Wei Wang 0010,ICDE,344,A General Framework for Fast Co-clustering on Large Datasets Using Matrix Decomposition.,University of California Los Angeles,2008
"Feng Pan,Lynda Yang,Leonard McMillan,Fernando Pardo-Manuel de Villena,David Threadgill,Wei Wang",Wei Wang 0010,ICDM,345,Quantitative Association Analysis Using Tree Hierarchies.,University of California Los Angeles,2008
"Xiang Zhang 0001,Fei Zou,Wei Wang",Wei Wang 0010,KDD,346,Fastanova: an efficient algorithm for genome-wide association study.,University of California Los Angeles,2008
"Feng Pan,Xiang Zhang 0001,Wei Wang",Wei Wang 0010,SIGMOD Conference,347,CRD: fast co-clustering on large datasets utilizing sampling-based matrix decomposition.,University of California Los Angeles,2008
"Qi Zhang,Wei Wang,Leonard McMillan,Jan Prins,Fernando Pardo-Manuel de Villena,David Threadgill",Wei Wang 0010,WABI,348,Genotype Sequence Segmentation: Handling Constraints and Noise.,University of California Los Angeles,2008
"Hye-Chung Kum,Joong Hyuk Chang,Wei Wang",Wei Wang 0010,Data Knowl. Eng.,349,Benchmarking the effectiveness of sequential pattern mining methods.,University of California Los Angeles,2007
"Qi Zhang,Wei Wang",Wei Wang 0010,CIKM,350,An efficient algorithm for approximate biased quantile computation in data streams.,University of California Los Angeles,2007
"Feng Pan,Wei Wang,Leonard McMillan",Wei Wang 0010,ICDE,351,Accelerating Profile Queries in Elevation Maps.,University of California Los Angeles,2007
"David W. Williams,Jun Huan,Wei Wang",Wei Wang 0010,ICDE,352,Graph Database Indexing Using Structured Graph Decomposition.,University of California Los Angeles,2007
"Feng Pan,Adam Roberts,Leonard McMillan,David Threadgill,Wei Wang",Wei Wang 0010,ICDM,353,Sample Selection for Maximal Diversity.,University of California Los Angeles,2007
"Qi Zhang,Jinze Liu,Wei Wang",Wei Wang 0010,ICDM,354,Incremental Subspace Clustering over Multiple Data Streams.,University of California Los Angeles,2007
"Adam Roberts,Leonard McMillan,Wei Wang,Joel Parker,Ivan Rusyn,David Threadgill",Wei Wang 0010,ISMB/ECCB (Supplement of Bioinformatics),355,Inferring missing genotypes in large SNP panels using fast nearest-neighbor searches over sliding windows.,University of California Los Angeles,2007
"Hye-Chung Kum,Joong Hyuk Chang,Wei Wang",Wei Wang 0010,PAKDD,356,Intelligent Sequential Mining Via Alignment: Optimization Techniques for Very Large DB.,University of California Los Angeles,2007
"Jinze Liu,Qi Zhang,Wei Wang,Leonard McMillan,Jan Prins",Wei Wang 0010,SDM,357,PoClustering: Lossless Clustering of Dissimilarity Data.,University of California Los Angeles,2007
"Xiang Zhang 0001,Wei Wang,Jun Huan",Wei Wang 0010,SDM,358,On Demand Phenotype Ranking through Subspace Clustering.,University of California Los Angeles,2007
"Qi Zhang,Wei Wang",Wei Wang 0010,SSDBM,359,A Fast Algorithm for Approximate Quantiles in High Speed Data Streams.,University of California Los Angeles,2007
"Xueyi Wang,Jun Huan,Jack Snoeyink,Wei Wang",Wei Wang 0010,SSDBM,360,Mining RNA Tertiary Motifs with Structure Graphs.,University of California Los Angeles,2007
"Xiang Zhang 0001,Wei Wang",Wei Wang 0010,SSDBM,361,An Efficient Algorithm for Mining Coherent Patterns from Heterogeneous Microarrays.,University of California Los Angeles,2007
"Jun Huan,Jan Prins,Wei Wang",Wei Wang 0010,Advances in Computers,362,Local Structure Comparison of Proteins.,University of California Los Angeles,2006
"Hye-Chung Kum,Joong Hyuk Chang,Wei Wang",Wei Wang 0010,Data Min. Knowl. Discov.,363,Sequential Pattern Mining in Multi-Databases via Multiple Alignment.,University of California Los Angeles,2006
"Xiang Zhang 0001,Wei Wang",Wei Wang 0010,CIKM,364,Mining coherent patterns from heterogeneous microarray data.,University of California Los Angeles,2006
"Xin Xu,Ying Lu,Anthony K. H. Tung,Wei Wang",Wei Wang 0010,ICDE,365,Mining Shifting-and-Scaling Co-Regulation Patterns on Gene Expression Profiles.,University of California Los Angeles,2006
"Jinze Liu,Qi Zhang,Wei Wang,Leonard McMillan,Jan Prins",Wei Wang 0010,KDD,366,Clustering pair-wise dissimilarity data into partially ordered sets.,University of California Los Angeles,2006
"Wen Jin,Anthony K. H. Tung,Jiawei Han 0001,Wei Wang",Wei Wang 0010,PAKDD,367,Ranking Outliers Using Symmetric Neighborhood Relationship.,University of California Los Angeles,2006
"Jinze Liu,Susan Paulsen,Xing Sun,Wei Wang,Andrew B. Nobel,Jan Prins",Wei Wang 0010,SDM,368,Mining Approximate Frequent Itemsets In the Presence of Noise: Algorithm and Analysis.,University of California Los Angeles,2006
"Guodong Liu,Jingdan Zhang,Wei Wang,Leonard McMillan",Wei Wang 0010,SI3D,369,Human motion estimation from a reduced marker set.,University of California Los Angeles,2006
"Guodong Liu,Jingdan Zhang,Wei Wang,Leonard McMillan",Wei Wang 0010,SIGGRAPH Sketches,370,Human motion estimation from a reduced marker set.,University of California Los Angeles,2006
"Wei Wang,Jiong Yang",Wei Wang 0010,SIGGRAPH Courses,371,Mining Sequential Patterns from Large Data Sets,University of California Los Angeles,2005
"Jiong Yang,Haixun Wang,Wei Wang,Philip S. Yu",Wei Wang 0010,International Journal on Artificial Intelligence Tools,372,An Improved Biclustering Method for Analyzing Gene Expression Profiles.,University of California Los Angeles,2005
"Jun Huan,Deepak Bandyopadhyay,Wei Wang,Jack Snoeyink,Jan Prins,Alexander Tropsha",Wei Wang 0010,Journal of Computational Biology,373,Comparing Graph Representations of Protein Structure for Mining Family-Specific Residue-Based Packing Motifs.,University of California Los Angeles,2005
"Srinivasan Parthasarathy 0001,Wei Wang,Mohammed Javeed Zaki",Wei Wang 0010,SIGKDD Explorations,374,BIOKDD 2005 workshop report.,University of California Los Angeles,2005
"Feng Pan,Wei Wang,Anthony K. H. Tung,Jiong Yang",Wei Wang 0010,ICDM,375,Finding Representative Set from Massive Data.,University of California Los Angeles,2005
"Jinze Liu,Susan Paulsen,Wei Wang,Andrew B. Nobel,Jan Prins",Wei Wang 0010,ICDM,376,Mining Approximate Frequent Itemsets from Noisy Data.,University of California Los Angeles,2005
"Naga K. Govindaraju,Brandon Lloyd,Wei Wang,Ming C. Lin,Dinesh Manocha",Wei Wang 0010,SIGGRAPH Courses,377,Fast computation of database operations using graphics processors.,University of California Los Angeles,2005
"Guodong Liu,Jingdan Zhang,Wei Wang,Leonard McMillan",Wei Wang 0010,SIGMOD Conference,378,A system for analyzing and indexing human-motion databases.,University of California Los Angeles,2005
"Wei Wang,Jiong Yang",Wei Wang 0010,The Data Mining and Knowledge Discovery Handbook,379,Mining High-Dimensional Data.,University of California Los Angeles,2005
"Hye-Chung (Monica) Kum,Susan Paulsen,Wei Wang",Wei Wang 0010,Foundations of Data Mining and knowledge Discovery,380,Comparative Study of Sequential Pattern Mining Models.,University of California Los Angeles,2005
"Srinivasan Parthasarathy 0001,Wei Wang,Mohammed J. Zaki",Wei Wang 0010,BIOKDD,381,"Proceedings of the 5th international workshop on Bioinformatics, BIOKDD 2005, Chicago, Illinois, USA, August 21, 2005",University of California Los Angeles,2005
"Wei Wang,Jiong Yang",Wei Wang 0010,IEEE Trans. Knowl. Data Eng.,382,Guest Editors' Introduction: Special Issue on Mining Biological Data.,University of California Los Angeles,2005
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,Data Min. Knowl. Discov.,383,Mining Surprising Periodic Patterns.,University of California Los Angeles,2004
"Wei Wang,Jiong Yang,Philip S. Yu",Wei Wang 0010,Knowl. Inf. Syst.,384,WAR: Weighted Association Rules for Item Intensities.,University of California Los Angeles,2004
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,Knowl. Inf. Syst.,385,Discovering High-Order Periodic Patterns.,University of California Los Angeles,2004
"Jinze Liu,Jiong Yang,Wei Wang",Wei Wang 0010,CSB,386,Biclustering in Gene Expression Data by Tendency.,University of California Los Angeles,2004
"Jinze Liu,Wei Wang,Jiong Yang",Wei Wang 0010,CSB,387,Gene Ontology Friendly Biclustering of Expression Profiles.,University of California Los Angeles,2004
"Dean Duncan,Hye-Chung Kum,Kimberly Flair,Wei Wang",Wei Wang 0010,DG.O,388,Adopting IT for Effective Management of Social Welfare Programs.,University of California Los Angeles,2004
"Dean Duncan,Hye-Chung Kum,Kimberly Flair,Wei Wang",Wei Wang 0010,DG.O,389,Successfully Adopting IT for Social Welfare Program Management.,University of California Los Angeles,2004
"Hye-Chung Kum,Dean Duncan,Wei Wang",Wei Wang 0010,DG.O,390,Understanding Social Welfare Service Patterns Using Sequential Analysis.,University of California Los Angeles,2004
"Jinze Liu,Karl Strohmaier,Wei Wang",Wei Wang 0010,ICDM,391,Revealing True Subspace Clusters in High Dimensions.,University of California Los Angeles,2004
"Jiong Yang,Wei Wang",Wei Wang 0010,ICDM,392,AGILE: A General Approach to Detect Transitions in Evolving Data Streams.,University of California Los Angeles,2004
"Jun Huan,Wei Wang,Jan Prins,Jiong Yang",Wei Wang 0010,KDD,393,SPIN: mining maximal frequent subgraphs from graph databases.,University of California Los Angeles,2004
"Jinze Liu,Wei Wang,Jiong Yang",Wei Wang 0010,KDD,394,A framework for ontology-driven subspace clustering.,University of California Los Angeles,2004
"Jun Huan,Wei Wang,Anglina Washington,Jan Prins,Ruchir Shah,Alexander Tropsha",Wei Wang 0010,Pacific Symposium on Biocomputing,395,Accurate Classification of Protein Structural Families Using Coherent Subgraph Analysis.,University of California Los Angeles,2004
"Jun Huan,Wei Wang,Deepak Bandyopadhyay,Jack Snoeyink,Jan Prins,Alexander Tropsha",Wei Wang 0010,RECOMB,396,Mining protein family specific residue packing patterns from protein structure graphs.,University of California Los Angeles,2004
"Naga K. Govindaraju,Brandon Lloyd,Wei Wang,Ming C. Lin,Dinesh Manocha",Wei Wang 0010,SIGMOD Conference,397,Fast Computation of Database Operations using Graphics Processors.,University of California Los Angeles,2004
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,SSDBM,398,BASS: Approximate Search on Large String Databases.,University of California Los Angeles,2004
"Zhiyuan Chen,Li Chen,Jian Pei,Yufei Tao,Haixun Wang,Wei Wang,Jiong Yang,Jun Yang 0001,Donghui Zhang",Wei Wang 0010,J. Comput. Sci. Technol.,399,Recent Progress on Selected Topics in Database Research - A Report by Nine Young Chinese Researchers Working in the United States.,University of California Los Angeles,2003
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,IEEE Trans. Knowl. Data Eng.,400,Mining Asynchronous Periodic Patterns in Time Series Data.,University of California Los Angeles,2003
"Jiong Yang,Haixun Wang,Wei Wang,Philip S. Yu",Wei Wang 0010,BIBE,401,Enhanced Biclustering on Expression Data.,University of California Los Angeles,2003
"Hwanjo Yu,Jiong Yang,Wei Wang,Jiawei Han 0001",Wei Wang 0010,CSB,402,Discovering Compact and Highly Discriminative Features or Feature Combinations of Drug Activities Using Support Vector Machines.,University of California Los Angeles,2003
"Jun Huan,Jan Prins,Wei Wang,Todd J. Vision",Wei Wang 0010,CSB,403,Reconstruction of Ancestral Gene Order after Segmental Duplication and Gene Loss.,University of California Los Angeles,2003
"Hye-Chung (Monica) Kum,Dean Duncan,Kimberly Flair,Wei Wang",Wei Wang 0010,DG.O,404,Management Assistance for Work First via a Dynamic Website.,University of California Los Angeles,2003
"Hye-Chung (Monica) Kum,Dean Duncan,Kimberly Flair,Wei Wang",Wei Wang 0010,DG.O,405,Social Welfare Program Administration and Evaluation and Policy Analysis Using Knowledge Discovery and Data Mining (KDD) on Administrative Data.,University of California Los Angeles,2003
"Jiong Yang,Wei Wang",Wei Wang 0010,ICDE,406,CLUSEQ: Efficient and Effective Sequence Clustering.,University of California Los Angeles,2003
"Jinze Liu,Wei Wang",Wei Wang 0010,ICDM,407,OP-Cluster: Clustering by Tendency in High Dimensional Space.,University of California Los Angeles,2003
"Jun Huan,Wei Wang,Jan Prins",Wei Wang 0010,ICDM,408,Efficient Mining of Frequent Subgraphs in the Presence of Isomorphism.,University of California Los Angeles,2003
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,SDM,409,STAMP: On Discovery of Statistically Important Pattern Repeats in Long Sequential Data.,University of California Los Angeles,2003
"Hye-Chung Kum,Jian Pei,Wei Wang,Dean Duncan",Wei Wang 0010,SDM,410,ApproxMAP: Approximate Mining of Consensus Sequential Patterns.,University of California Los Angeles,2003
"Guozhu Dong,Changjie Tang,Wei Wang",Wei Wang 0010,WAIM,411,"Advances in Web-Age Information Management, 4th International Conference, WAIM 2003, Chengdu, China, August 17-19, 2003, Proceedings",University of California Los Angeles,2003
"Jiong Yang,Wei Wang",Wei Wang 0010,CSB,412,Towards Automatic Clustering of Protein Sequences.,University of California Los Angeles,2002
"Jiong Yang,Wei Wang,Yi Xia,Philip S. Yu",Wei Wang 0010,CSB,413,Accelerating Approximate Subsequence Search on Large Protein Sequence Databases.,University of California Los Angeles,2002
"Wei Wang,Jiong Yang",Wei Wang 0010,ICDE,414,A Framework Towards Efficient and Effective Sequence Clusterin.,University of California Los Angeles,2002
"Jiong Yang,Wei Wang,Haixun Wang,Philip S. Yu",Wei Wang 0010,ICDE,415,delta-Clusters: Capturing Subspace Correlation in a Large Data Set.,University of California Los Angeles,2002
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,ICDM,416,InfoMiner+: Mining Partial Periodic Patterns with Gap Penalties.,University of California Los Angeles,2002
"Yi Xia,Wei Wang,Jiong Yang,Philip S. Yu,Richard R. Muntz",Wei Wang 0010,SDM,417,Efficient Filtering of Large DatasetA User-Centric Paradigm.,University of California Los Angeles,2002
"Haixun Wang,Wei Wang,Jiong Yang,Philip S. Yu",Wei Wang 0010,SIGMOD Conference,418,Clustering by pattern similarity in large data sets.,University of California Los Angeles,2002
"Jiong Yang,Wei Wang,Philip S. Yu,Jiawei Han 0001",Wei Wang 0010,SIGMOD Conference,419,Mining long sequential patterns in a noisy environment.,University of California Los Angeles,2002
"Wei Wang,Jiong Yang,Richard R. Muntz",Wei Wang 0010,ICDE,420,TAR: Temporal Association Rules on Evolving Numerical Attributes.,University of California Los Angeles,2001
"Wei Wang,Jiong Yang,Philip S. Yu",Wei Wang 0010,ICDM,421,Meta-patterns: Revealing Hidden Periodic Patterns.,University of California Los Angeles,2001
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,KDD,422,Infominer: mining surprising periodic patterns.,University of California Los Angeles,2001
"Wei Wang,Jiong Yang,Philip S. Yu",Wei Wang 0010,SIGKDD Explorations,423,Mining Patterns in Long Sequential Data with Noise.,University of California Los Angeles,2000
"Jiong Yang,Wei Wang,Silvia Nittel,Richard R. Muntz,Vince Busam",Wei Wang 0010,"Softw., Pract. Exper.",424,"Dynamo: design, implementation, and evaluation of cooperative persistent object management in a local area network.",University of California Los Angeles,2000
"Wei Wang,Jiong Yang,Richard R. Muntz",Wei Wang 0010,IEEE Trans. Knowl. Data Eng.,425,An Approach to Active Spatial Data Mining Based on Statistical Information.,University of California Los Angeles,2000
"Jiong Yang,Wei Wang,Richard R. Muntz,Silvia Nittel",Wei Wang 0010,ICDCS,426,Dynamic Adaptive File Management in a Local Area Network.,University of California Los Angeles,2000
"Wei Wang,Jiong Yang,Philip S. Yu",Wei Wang 0010,KDD,427,Efficient mining of weighted association rules (WAR).,University of California Los Angeles,2000
"Jiong Yang,Wei Wang,Philip S. Yu",Wei Wang 0010,KDD,428,Mining asynchronous periodic patterns in time series data.,University of California Los Angeles,2000
"Jiong Yang,Wei Wang,Richard R. Muntz",Wei Wang 0010,SIGMETRICS,429,Collaborative Web caching based on proxy affinities.,University of California Los Angeles,2000
"Wei Wang,Jiong Yang,Richard R. Muntz",Wei Wang 0010,ICDE,430,STING+: An Approach to Active Spatial Data Mining.,University of California Los Angeles,1999
"Weiyi Meng,Clement T. Yu,Wei Wang,Naphtali Rishe",Wei Wang 0010,IEEE Trans. Knowl. Data Eng.,431,Performance Analysis of Three Text-Join Algorithms.,University of California Los Angeles,1998
"Wei Wang,Jiong Yang,Richard R. Muntz",Wei Wang 0010,FODO,432,PK-tree: A Spatial Index Structure for High Dimensional Point Data.,University of California Los Angeles,1998
"Jiong Yang,Silvia Nittel,Wei Wang,Richard R. Muntz",Wei Wang 0010,POS/PJW,433,DynamO: Dynamic Objects with Persistent Storage.,University of California Los Angeles,1998
"Wei Wang,Jiong Yang,Richard R. Muntz",Wei Wang 0010,VLDB,434,STING: A Statistical Information Grid Approach to Spatial Data Mining.,University of California Los Angeles,1997
"Weiyi Meng,Clement T. Yu,Wei Wang,Naphtali Rishe",Wei Wang 0010,ICDE,435,Performance Analysis of Several Algorithms for Processing Joins between Textual Attributes.,University of California Los Angeles,1996
